FundManagerID,Funmager,DegreeID,Degree,UniversityID,University,Major,MajorChara
30383043,林少立,2,硕士研究生,,N/A,N/A,
30383044,林树财,2,硕士研究生,10226507,上海交通大学,金融学,5
30383045,林森,2,硕士研究生,,N/A,经济学,5
30383046,林睿,2,硕士研究生,10395276,美国范德堡大学,经济学,5
30383046,林睿,3,本科,10228729,北京师范大学,经济学,5
30382294,王健,3,本科,10385960,内蒙古师范大学,教育技术,7
30382294,王健,2,硕士研究生,10229149,内蒙古工业大学,产业经济学,5
30382260,徐杰,2,硕士研究生,10123973,中国人民大学,数量经济学,5
30382260,徐杰,3,本科,10228729,北京师范大学,统计与概率,1
30391260,周志敏,3,本科,10143851,清华大学,N/A,
30391260,周志敏,1,博士研究生,10226864,中国科学院研究生院,N/A,
30391289,王汉宝,2,硕士研究生,,N/A,N/A,
30383048,王雪松,2,硕士研究生,10143850,北京大学,N/A,
30382870,张棪,2,硕士研究生,10128393,西南财经大学,信用管理,6
30382870,张棪,3,本科,10389464,淮南师范学院,国际经济与贸易,5
30382871,景然,2,硕士研究生,10143861,上海财经大学,会计学,4
30382872,曾文宏,2,硕士研究生,10224599,华中师范大学,数量经济学,5
30382873,曾鸿,2,硕士研究生,10149414,复旦大学,世界经济学,5
30382874,朱浩然,2,硕士研究生,10229548,中央财经大学,经济学,5
30382874,朱浩然,3,本科,10229548,中央财经大学,经济学,5
30382875,杨坤,2,硕士研究生,10149414,复旦大学,工商管理,3
30382876,杨立,2,硕士研究生,,N/A,经济学,5
30382877,毕凯,2,硕士研究生,10389564,埃默里大学,工商管理,3
30382881,祝灿,2,硕士研究生,10229522,芝加哥大学,工商管理,3
30382882,范洁,2,硕士研究生,10233358,北京协和医学院,N/A,
30382883,邓彬彬,2,硕士研究生,10363772,中国人民银行金融研究所,金融学,5
30382884,邹立虎,2,硕士研究生,10228859,广东财经大学,金融学,5
30382885,金宏伟,2,硕士研究生,10143851,清华大学,工学,1
30382887,陶然,2,硕士研究生,10454241,法国图卢兹国立综合理工学院,信息系统与软件开发,1
30382887,陶然,2,硕士研究生,10454211,法国图卢兹第一大学,金融工程,5
30382888,顾宇笛,2,硕士研究生,10224613,华东师范大学,经济学,5
30382281,袁媛,2,硕士研究生,,N/A,经济学,5
30390446,邓宇翔,1,博士研究生,,N/A,物理学,1
30391290,蔡宇滨,2,硕士研究生,,N/A,N/A,
30391589,金耀,2,硕士研究生,10143861,上海财经大学,金融工程,5
30391590,李直,2,硕士研究生,,N/A,N/A,
30392497,陈令朝,2,硕士研究生,,N/A,经济学,5
30392530,周华睿,2,硕士研究生,10242727,香港城市大学,金融工程,5
30392531,成涛,3,本科,10143735,南开大学,统计学,1
30392531,成涛,2,硕士研究生,10391069,加拿大不列颠哥伦比亚大学,数理金融,5
30392787,刘爱民,2,硕士研究生,10149414,复旦大学,经济学,5
30392865,郭相博,2,硕士研究生,10385464,纽约大学,技术管理,7
30392888,刘宏毅,2,硕士研究生,10149414,复旦大学,发展经济学,5
30393125,张媛,1,博士研究生,,N/A,N/A,
30393311,苏利华,2,硕士研究生,10226507,上海交通大学,应用统计学,1
30393333,周咏梅,2,硕士研究生,10143861,上海财经大学,国际金融学,5
30393375,张波,2,硕士研究生,,N/A,N/A,
30393378,刘先政,2,硕士研究生,10143850,北京大学,软件工程,1
30393452,蒋雯文,2,硕士研究生,10238973,香港中文大学,财务学,4
30393455,罗捷,2,硕士研究生,,N/A,管理学,6
30383424,沈龙,2,硕士研究生,10454253,伦敦大学玛丽女王学院,理学,1
30394837,张捷,3,本科,10389249,英国中央兰开夏大学,电子工程,1
30394837,张捷,2,硕士研究生,10389282,英国伦敦帝国理工大学,管理学,6
30394841,杨杰,2,硕士研究生,10143953,华中科技大学,金融学,5
30394842,吴廷华,2,硕士研究生,10143861,上海财经大学,金融学,5
30394934,林博程,2,硕士研究生,,N/A,N/A,
30394960,吴邦栋,2,硕士研究生,10143861,上海财经大学,金融学,5
30395008,曹紫建,2,硕士研究生,10369986,东京大学,N/A,
30395028,王志成,2,硕士研究生,,N/A,金融计算,5
30395156,陈斯扬,2,硕士研究生,,N/A,N/A,
30390606,王威,2,硕士研究生,10143953,华中科技大学,工学,1
30391630,于浩成,2,硕士研究生,10123973,中国人民大学,政治经济学,5
30391651,李君,2,硕士研究生,,N/A,管理学,6
30382310,张敏,2,硕士研究生,10143735,南开大学,N/A,
30383588,林健武,1,博士研究生,,N/A,N/A,
30383825,李国栋,2,硕士研究生,,N/A,N/A,
30395812,董鎏洋,2,硕士研究生,10454256,英国圣安德鲁斯,金融管理,5
30395814,王明德,2,硕士研究生,,N/A,N/A,
30395847,李文程,2,硕士研究生,,N/A,N/A,
30395849,陈黎,2,硕士研究生,10143861,上海财经大学,N/A,
30395855,葛晨,2,硕士研究生,10226737,南京大学,N/A,
30395958,HAN YILING,2,硕士研究生,,N/A,信息技术,1
30393524,苏俊杰,2,硕士研究生,10229522,美国芝加哥大学,金融数学,5
30393524,苏俊杰,3,本科,10143851,清华大学,N/A,
30393525,黄海滨,2,硕士研究生,10143850,北京大学,经济学,5
30393598,张沛,2,硕士研究生,,N/A,N/A,
30393851,朱晨歌,2,硕士研究生,10149414,复旦大学,理论物理,1
30394087,张兴,1,博士研究生,10143857,东北财经大学,经济学,5
30394270,陈媛,2,硕士研究生,10226507,上海交通大学,N/A,
30394271,郜哲,1,博士研究生,10143850,北京大学,理学,1
30394668,周谧,2,硕士研究生,10123973,中国人民大学,应用数学,1
30390667,王华,3,本科,10143851,清华大学,理学,1
30382317,颜灵珊,2,硕士研究生,10123973,中国人民大学,管理学,6
30382375,张惟闵,2,硕士研究生,10386371,英国伦敦城市大学,传播政策学,7
30382375,张惟闵,2,硕士研究生,10229098,英国伦敦商学院,工商管理,3
30382377,张维文,2,硕士研究生,10143861,上海财经大学,金融学,5
30382404,杨博琳,2,硕士研究生,10143850,北京大学,金融学,5
30382276,杨逸枫,2,硕士研究生,10229371,台湾政治大学,EMBA,2
30382378,张玮,3,本科,10228993,湖南大学,软件工程,1
30382378,张玮,2,硕士研究生,10104898,中国社会科学院研究生院,工商管理,3
30382519,郑军恒,2,硕士研究生,10143850,北京大学,"理学,分子生物学",1
30390816,缪夏美,2,硕士研究生,,N/A,经济学,5
30390817,李明阳,2,硕士研究生,10143850,北京大学,软件工程,1
30383851,付世伟,2,硕士研究生,10229548,中央财经大学,经济学,5
30390930,曲盛伟,2,硕士研究生,,N/A,N/A,
30404888,沈竹熙,3,本科,10229489,长沙理工大学,金融学,5
30405008,伍方方,2,硕士研究生,10143850,北京大学,理学,1
30382530,张弓,2,硕士研究生,,N/A,N/A,
30384771,祝昱丰,2,硕士研究生,10226507,上海交通大学,金融学,5
30384967,叶国锋,2,硕士研究生,10238973,香港中文大学,经济学,5
30391652,师婧,2,硕士研究生,10229146,新加坡南洋理工大学,理学,1
30391656,李宜璇,1,博士研究生,,N/A,N/A,
30391658,沈晔,2,硕士研究生,,N/A,N/A,
30391936,陈业,2,硕士研究生,,N/A,金融学,5
30390931,毛甜,2,硕士研究生,10143869,武汉大学,金融工程,5
30390974,胡尧盛,2,硕士研究生,10144082,江西财经大学,金融学,5
30382510,张波,3,本科,10149380,中南财经政法大学,财政学,5
30405048,韩焯林,2,硕士研究生,,N/A,应用商业,7
30386291,钱文礼,2,硕士研究生,10128393,西南财经大学,金融学,5
30409726,金媛媛,2,硕士研究生,10149414,复旦大学,金融工程管理,5
30383011,张仲维,2,硕士研究生,10229371,台湾政治大学,经济学,5
30383011,张仲维,2,硕士研究生,10229371,台湾政治大学,国际贸易,5
30392037,彭成军,2,硕士研究生,10143851,清华大学,数学,1
30392038,王文灿,2,硕士研究生,,N/A,应用经济学,5
30392167,王帅,2,硕士研究生,,N/A,经济学,5
30388615,徐黄玮,2,硕士研究生,,N/A,理学,1
30388796,王亮,2,硕士研究生,10143851,清华大学,N/A,
30409150,潘中宁,2,硕士研究生,,N/A,工商管理,3
30409155,张锦,2,硕士研究生,,N/A,N/A,
30409374,王元春,2,硕士研究生,,N/A,工学,1
30409403,王慧,2,硕士研究生,,N/A,N/A,
30409449,赵国英,2,硕士研究生,10143851,清华五道口金融学院,金融学,5
30409451,李博,2,硕士研究生,,N/A,N/A,
30409453,王瀚宁,2,硕士研究生,,N/A,N/A,
30409532,刘笑明,3,本科,10143850,北京大学,经济学,5
30409532,刘笑明,2,硕士研究生,10108675,哥伦比亚大学,运筹学,1
30409557,朱伟东,2,硕士研究生,,N/A,工商管理,3
30409566,庞亚平,2,硕士研究生,,N/A,统计学,1
30410015,马晓璇,3,本科,,N/A,N/A,
30411720,金猛,2,硕士研究生,,N/A,N/A,
30382393,张雅洁,2,硕士研究生,10221276,中央昆士兰大学,会计学,4
30382393,张雅洁,2,硕士研究生,10385922,悉尼大学,金融学,5
30395158,焦翠,2,硕士研究生,10123973,中国人民大学,金融学,5
30395159,罗成,2,硕士研究生,10143850,北京大学,计算数学,1
30395257,陈欣,2,硕士研究生,10224597,华东理工大学,企业管理,3
30395306,曾小丽,3,本科,10229383,天津外国语大学,国际贸易,5
30395306,曾小丽,2,硕士研究生,10123973,中国人民大学,世界经济,5
30395307,潘莉,2,硕士研究生,10229160,牛津大学,工商管理,3
30395446,王石千,2,硕士研究生,,N/A,经济学,5
30395447,程敏,3,本科,10143851,清华大学,数学,1
30395447,程敏,2,硕士研究生,10143851,清华大学,概率统计,1
30395453,李响,2,硕士研究生,10149414,复旦大学,金融学,5
30405159,刘淑生,2,硕士研究生,,N/A,N/A,
30405160,胡琼予,2,硕士研究生,,N/A,经济学,5
30405490,詹佳,3,本科,10238981,香港科技大学,运营管理学,3
30405490,詹佳,2,硕士研究生,10238976,香港大学,金融学,5
30405573,谢玮,1,博士研究生,10104898,中国社会科学院,经济学,5
30388919,胡长虹,3,本科,10228703,北京工商大学,经济学,5
30411732,陈茜,2,硕士研究生,10228703,北京工商大学,会计学,4
30410132,高崇南,1,博士研究生,,N/A,N/A,
30410161,梁福涛,1,博士研究生,10143861,上海财经大学,金融学,5
30388993,周欣宇,2,硕士研究生,,N/A,N/A,
30392168,应颖,2,硕士研究生,10149414,复旦大学,金融学,5
30392168,应颖,2,硕士研究生,10396492,里昂高等商学院,数量金融学,5
30415671,汪玲,2,硕士研究生,,N/A,经济学,5
30410200,李伟,2,硕士研究生,,N/A,经济学,5
30410251,朱宝臣,2,硕士研究生,10143851,清华大学,理学,1
30409572,鞠诗颖,2,硕士研究生,,N/A,N/A,
30409573,徐光,2,硕士研究生,10229115,美国伊利诺伊理工学院,金融学,5
30409570,何昕,2,硕士研究生,10123973,中国人民大学,数量经济学,5
30394108,吴超,2,硕士研究生,10454320,美国本特利商学院,金融学,5
30409673,卢绮婷,2,硕士研究生,10226507,上海交通大学,金融学,5
30408244,黄稚,2,硕士研究生,,N/A,理学,1
30408408,王峥娇,2,硕士研究生,10228933,哈尔滨工业大学,管理学,6
30408409,李超明,3,本科,10229546,中山大学,理学,1
30408409,李超明,1,博士研究生,10229546,中山大学,工学,1
30408508,陈健夫,1,博士研究生,10229126,美国南加州大学,应用数学,1
30408509,张航,2,硕士研究生,,N/A,经济学,5
30408748,温开强,2,硕士研究生,10229379,天津大学,管理学,6
30408807,周华,3,本科,10229546,中山大学,金融学,5
30408807,周华,2,硕士研究生,10238976,香港大学,金融学,5
30408808,曹力,3,本科,10143851,清华大学,N/A,
30408808,曹力,1,博士研究生,10389509,美国马里兰大学,统计学,1
30408895,王健,2,硕士研究生,,N/A,金融学,5
30409012,刘洋,2,硕士研究生,10143850,北京大学,理学,1
30409016,盛泽,2,硕士研究生,10389168,华威大学,经济与国际金融,5
30408747,TIAN HUAN,2,硕士研究生,,N/A,N/A,
30411854,乐无穹,2,硕士研究生,10149414,复旦大学,经济学,5
30411856,赵端端,2,硕士研究生,,N/A,N/A,
30415892,朱斌全,2,硕士研究生,,N/A,理学,1
30415900,赵诣,2,硕士研究生,,N/A,工学,1
30405668,杨旸,2,硕士研究生,,N/A,金融学,5
30405787,杨哲,2,硕士研究生,,N/A,经济学,5
30405841,赵健,2,硕士研究生,10149414,复旦大学,N/A,
30406054,张康康,2,硕士研究生,,N/A,N/A,
30410382,桑磊,2,硕士研究生,10143735,南开大学,概率论与数理统计,1
30389113,孙敏,2,硕士研究生,,N/A,经济学,5
30406384,陈伯祯,2,硕士研究生,,N/A,N/A,
30406579,李巍,2,硕士研究生,,N/A,理学,1
30406591,符健,3,本科,10143850,北京大学,财务管理,3
30406591,符健,2,硕士研究生,10143850,北京大学,金融学,5
30382183,许翔,2,硕士研究生,,N/A,西方会计学,4
30382163,许达,2,硕士研究生,,N/A,工商管理,3
30406152,方建,1,博士研究生,10143851,清华大学,工学,1
30406274,傅峤钰,2,硕士研究生,,N/A,N/A,
30406374,王赛飞,2,硕士研究生,10123973,中国人民大学,金融学,5
30406382,陈觉平,2,硕士研究生,10149414,复旦大学,理学,1
30411950,狄星华,2,硕士研究生,10226516,上海大学,世界经济学,5
30406775,贺喆,3,本科,,N/A,N/A,
30406788,刘晋晋,2,硕士研究生,,N/A,工商管理,3
30396020,高翔,2,硕士研究生,,N/A,经济学,5
30396077,陈志峰,2,硕士研究生,,N/A,工学,1
30396457,杨献忠,2,硕士研究生,10123973,中国人民大学,金融学,5
30396518,杜振业,2,硕士研究生,,N/A,投资与金融,5
30396566,常亚桥,2,硕士研究生,10394756,约翰霍普金斯大学,金融学,5
30403666,刘相鹏,2,硕士研究生,10143861,上海财经大学,金融学,5
30403866,哈图,2,硕士研究生,10143850,北京大学,N/A,
30404063,易小金,2,硕士研究生,10149414,复旦大学,财务管理,3
30404505,李日曼,2,硕士研究生,,N/A,经济学,5
30414220,崔蕾,2,硕士研究生,10236260,康奈尔大学,金融工程,5
30414501,王阳,2,硕士研究生,,N/A,N/A,
30414983,刘明,2,硕士研究生,10143850,北京大学,经济学,5
30414984,陈建华,2,硕士研究生,,N/A,N/A,
30414986,张婷,2,硕士研究生,10385922,悉尼大学,会计,4
30415137,刘小平,2,硕士研究生,10229548,中央财经大学,经济学,5
30415346,吴康,2,硕士研究生,,N/A,N/A,
30415350,郭晓晖,2,硕士研究生,,N/A,N/A,
30415355,杨扬,2,硕士研究生,10143851,清华大学,工学,1
30415356,方伟宁,2,硕士研究生,10229548,中央财经大学,N/A,
30415356,方伟宁,3,本科,10143869,武汉大学,N/A,
30415414,田元强,2,硕士研究生,10143871,西安交通大学,工商管理,3
30415416,李宪,2,硕士研究生,10226507,上海交通大学,工商管理,3
30415578,林国怀,2,硕士研究生,,N/A,经济学,5
30382594,殷觅智,2,硕士研究生,10229098,伦敦经济学院,N/A,
30410756,谢创,2,硕士研究生,10128393,西南财经大学,金融工程,5
30413308,林晓凤,3,本科,10149414,复旦大学,国际金融,5
30413308,林晓凤,2,硕士研究生,10149414,复旦大学,国际金融,5
30413312,姚婷,2,硕士研究生,,N/A,管理学,6
30413500,周昱峰,2,硕士研究生,,N/A,经济学,5
30413682,张亮,2,硕士研究生,,N/A,N/A,
30413853,刘勇,3,本科,10143850,北京大学,金融数学,5
30413853,刘勇,2,硕士研究生,10143850,北京大学,金融数学,5
30413855,郁琦,2,硕士研究生,10143735,南开大学,经济学,5
30413958,米良,2,硕士研究生,,N/A,经济学,5
30413960,刘博,2,硕士研究生,10389168,华威大学,金融学,5
30413961,史浩翔,2,硕士研究生,10149414,复旦大学,金融学,5
30413975,陆靖昶,2,硕士研究生,,N/A,经济学,5
30413975,陆靖昶,2,硕士研究生,,N/A,金融学,5
30414112,王金祥,2,硕士研究生,,N/A,N/A,
30414125,刘徽,2,硕士研究生,10389664,美国贝勒大学商学院,N/A,
30415933,杨振建,1,博士研究生,,N/A,N/A,
30415934,秦昌贵,2,硕士研究生,10143953,华中科技大学,金融学,5
30415976,周紫光,2,硕士研究生,10228796,大连理工大学,工学,1
30415990,蔡健林,2,硕士研究生,10226507,上海交通大学,N/A,
30416102,郭敏,2,硕士研究生,,N/A,N/A,
30416211,李锦文,2,硕士研究生,10149414,复旦大学,会计学,4
30410757,毛静平,2,硕士研究生,,N/A,N/A,
30424471,储荞,2,硕士研究生,10123973,中国人民大学,经济学,5
30424983,周涛,2,硕士研究生,,N/A,N/A,
30422760,廖新昌,2,硕士研究生,,N/A,N/A,
30423000,刘岚,2,硕士研究生,,N/A,N/A,
30418232,鲁炳良,2,硕士研究生,10143861,上海财经大学,经济学,5
30418339,郑鹏,2,硕士研究生,,N/A,理学,1
30418513,孙松,2,硕士研究生,,N/A,经济学,5
30418519,兰传杰,2,硕士研究生,,N/A,工学,1
30382642,张英辉,2,硕士研究生,10385578,英国埃克斯特大学,金融及投资学,5
30382599,游凛峰,1,博士研究生,108038,斯坦福大学,统计学,1
30382611,余洋,2,硕士研究生,10143850,北京大学,经济学,5
30382866,刘凡,1,博士研究生,,N/A,管理科学与工程,6
30383012,朱昆鹏,3,本科,,N/A,N/A,
30382879,王文龙,2,硕士研究生,10229098,伦敦大学,材料与商务,7
30382882,范洁,2,硕士研究生,10238981,香港科技大学,N/A,
30381798,汝平,1,博士研究生,10395130,美国德雷塞尔大学,信息网络,1
30385805,艾翀,2,硕士研究生,10228777,美国宾夕法尼亚州立大学,数学,1
30411016,王垠,2,硕士研究生,,N/A,N/A,
30411362,于洋,2,硕士研究生,,N/A,金融学,5
30393125,张媛,2,硕士研究生,,N/A,N/A,
30407011,周宇,2,硕士研究生,,N/A,经济学,5
30407228,江勇,2,硕士研究生,,N/A,经济学,5
30416541,刘武,2,硕士研究生,,N/A,工学,1
30417687,戴计辉,2,硕士研究生,,N/A,N/A,
30381755,王守章,2,硕士研究生,10143850,北京大学,理学,1
30381757,王德捷,2,硕士研究生,,N/A,N/A,
30381758,王德晓,2,硕士研究生,,N/A,N/A,
30381759,王定元,3,本科,10149439,东北工学院,理学,1
30381759,王定元,2,硕士研究生,10149380,中南财经大学,经济学,5
30381759,王定元,1,博士研究生,10149380,中南财经政法大学,经济学,5
30417844,蒲世林,2,硕士研究生,,N/A,N/A,
30417981,张继圣,2,硕士研究生,,N/A,N/A,
30420400,吴清宇,2,硕士研究生,10143850,北京大学,经济学,5
30420712,杨威风,2,硕士研究生,10238976,香港大学,工商管理学,3
30420926,陈叶雁南,2,硕士研究生,,N/A,N/A,
30420927,冯正彦,2,硕士研究生,,N/A,N/A,
30421458,梁国桓,3,本科,10229548,中央财经大学,经济学,5
3E+19,邓永明,2,硕士研究生,,N/A,N/A,
3E+19,邓永明,3,本科,10386591,山西农业大学,N/A,
30390873,方红涛,2,硕士研究生,,N/A,法学,7
30407315,方昶,2,硕士研究生,,N/A,经济学,5
30407532,倪侃,2,硕士研究生,10241643,美国卡内基梅隆大学,N/A,
30407532,倪侃,3,本科,10149414,复旦大学,N/A,
30407588,房建威,2,硕士研究生,10229494,浙江大学,化学工艺,1
30423436,韩创,2,硕士研究生,,N/A,金融学,5
30423502,廖婷婷,2,硕士研究生,,N/A,财务管理,3
30423503,李维康,2,硕士研究生,,N/A,金融学,5
30423632,姜华,2,硕士研究生,,N/A,N/A,
30423634,彬彬,2,硕士研究生,10454415,澳大利亚伦贡大学,商学,5
30423856,邓思聪,2,硕士研究生,,N/A,理学,1
30424398,郝淼,1,博士研究生,10229531,中国科学院,生物化学与分子生物学,1
3E+19,刘斌,3,本科,10143851,清华大学,工学,1
3E+19,刘斌,1,博士研究生,10229531,中国科学院,工学,1
3E+19,王克玉,2,硕士研究生,10226507,上海交通大学,N/A,
30381761,王帅,2,硕士研究生,10229098,伦敦经济学院,N/A,
30381762,王刚,2,硕士研究生,,N/A,N/A,
30381763,王光力,1,博士研究生,10226507,上海交通大学,工学,1
30381764,王贵文,2,硕士研究生,,N/A,N/A,
30394007,陈瑶,2,硕士研究生,,N/A,金融学,5
30382726,张珂,2,硕士研究生,10108675,哥伦比亚大学,工学,1
30391936,陈业,3,本科,,N/A,文学,7
30391936,陈业,3,本科,,N/A,金融学,5
3E+19,蔡宾,2,硕士研究生,10229548,中央财经大学,N/A,
30381766,汤志彦,2,硕士研究生,,N/A,理学,1
3E+19,姚飞军,2,硕士研究生,,N/A,经济学,5
3E+19,周建春,2,硕士研究生,,N/A,管理工程,6
3E+19,陈尚前,1,博士研究生,10143735,南开大学,经济学,5
30407656,张鹿,2,硕士研究生,,N/A,N/A,
30381776,唐明君,2,硕士研究生,,N/A,N/A,
30381777,王加英,2,硕士研究生,,N/A,经济学,5
3E+19,侯继雄,1,博士研究生,10143851,清华大学,N/A,
3E+19,杨衡,1,博士研究生,10390463,中国科学院数学与系统科学研究院,N/A,
30381767,唐光英,2,硕士研究生,,N/A,N/A,
30381770,王含嫣,2,硕士研究生,10241632,澳大利亚新南威尔士大学,金融学,5
3E+19,景辉,2,硕士研究生,10143861,上海财经大学,金融学,5
3E+19,姚思劼,2,硕士研究生,10149414,复旦大学,管理学,6
3E+19,姚思劼,3,本科,10149414,复旦大学,理学,1
3E+19,吴达,2,硕士研究生,10229098,伦敦政治经济学院,金融经济学,5
3E+19,吴达,1,博士研究生,,N/A,N/A,
30394107,盛骅,2,硕士研究生,10229443,香港理工大学,N/A,
30394842,吴廷华,2,硕士研究生,,N/A,经济学,5
30381771,王涛,2,硕士研究生,10143735,南开大学,经济学,5
30381772,唐建,3,本科,10226736,南京建筑工程学院,工学,1
30381772,唐建,2,硕士研究生,10226507,上海交通大学,工学,1
30381774,唐珂,2,硕士研究生,,N/A,N/A,
30381775,唐雷,3,本科,10143869,武汉大学,"物理学,理学",1
30381775,唐雷,2,硕士研究生,10143850,北京大学,工商管理,3
3E+19,李庆林,2,硕士研究生,10123973,中国人民大学,N/A,
3E+19,赵媛媛,2,硕士研究生,10128393,西南财经大学,经济学,5
3E+19,田间,2,硕士研究生,10229548,中央财经大学,经济学,5
3E+19,翟彦垒,2,硕士研究生,104432,中国人民银行研究生部,经济学,5
3E+19,余礼冰,2,硕士研究生,10143953,华中理工大学,工学,1
3E+19,储雯玉,3,本科,10229548,中央财经大学,经济学,5
3E+19,储雯玉,2,硕士研究生,10143850,北京大学,经济学,5
3E+19,储雯玉,2,硕士研究生,10238976,香港大学,金融学,5
3E+19,邹德立,2,硕士研究生,10143953,华中科技大学,工程,1
3E+19,于雷,3,本科,10123973,中国人民大学,经济学,5
3E+19,于雷,2,硕士研究生,10123973,中国人民大学,经济学,5
3E+19,于雷,1,博士研究生,10238976,香港大学,金融学,5
3E+19,李硕,2,硕士研究生,10229555,重庆大学,工学,1
3E+19,李硕,3,本科,10229430,西北工业大学,工学,1
3E+19,蒋劲刚,3,本科,10229379,天津大学,工学,1
3E+19,蒋劲刚,2,硕士研究生,10229379,天津大学,工学,1
3E+19,钟光正,2,硕士研究生,,N/A,经济学,5
3E+19,刘颖芳,3,本科,10229444,湘潭大学,工学,1
3E+19,吴文庆,1,博士研究生,10226507,上海交通大学,生物医学工程,7
3E+19,蔡旻,3,本科,10143878,厦门大学,金融工程,5
3E+19,蔡旻,2,硕士研究生,10143878,厦门大学,金融工程,5
3E+19,乔春,3,本科,10226868,中南大学,工学,1
3E+19,乔春,2,硕士研究生,10143735,南开大学,金融学,5
3E+19,何以广,3,本科,10143851,清华大学,核工程与核技术,1
3E+19,何以广,1,博士研究生,10143851,清华大学,核科学与技术,1
3E+19,史彦刚,3,本科,10123973,中国人民大学,国民经济学,5
3E+19,史彦刚,2,硕士研究生,10123973,中国人民大学,国民经济学,5
3E+19,陈良栋,2,硕士研究生,10143851,清华大学,电子科学与技术,1
3E+19,马强,3,本科,10224600,北京航空航天大学,计算机科学与技术,1
3E+19,马强,2,硕士研究生,10143850,北京大学,计算机系统结构,1
3E+19,梁婷,1,博士研究生,10104898,中国社会科学院,经济学,5
3E+19,施永辉,2,硕士研究生,,N/A,理学,1
3E+19,杨丹,2,硕士研究生,,N/A,理学,1
3E+19,刘明,2,硕士研究生,,N/A,经济学,5
3E+19,李静,3,本科,10123973,中国人民大学,金融学,5
3E+19,李静,2,硕士研究生,10123973,中国人民大学,金融学,5
3E+19,焦庆,1,博士研究生,10228933,哈尔滨工业大学,理学,1
3E+19,吴迪,2,硕士研究生,10149414,复旦大学,世界经济,5
30427732,邹维,3,本科,10226507,上海交通大学,国际经济与贸易,5
30427951,石婧,2,硕士研究生,,N/A,管理学,6
30428257,徐磊,1,博士研究生,10207358,埃塞克斯大学,金融学,5
30428257,徐磊,3,本科,10143735,南开大学,金融学,5
30428459,陶意非,2,硕士研究生,,N/A,N/A,
30428461,朱柏蓉,2,硕士研究生,10143851,清华大学,金融学,5
30428701,范习辉,1,博士研究生,10143953,华中科技大学,电力系统及其自动化,1
30428757,陶尹斌,2,硕士研究生,,N/A,N/A,
3E+19,曹雄飞,3,本科,10143850,北京大学,理学,1
3E+19,曹雄飞,2,硕士研究生,10143850,北京大学,国际金融,5
3E+19,谌湛,2,硕士研究生,,N/A,金融工程,5
3E+19,袁巍,2,硕士研究生,,N/A,经济学,5
3E+19,杨雅洁,2,硕士研究生,,N/A,经济学,5
3E+19,杨建勋,3,本科,10143857,东北财经大学,经济学,5
3E+19,杨建勋,2,硕士研究生,10143850,北京大学,经济学,5
3E+19,李本刚,2,硕士研究生,,N/A,管理学,6
3E+19,胡琦,1,博士研究生,,N/A,N/A,
3E+19,陶铄,2,硕士研究生,10229531,中国科学院,金融工程,5
3E+19,陶铄,3,本科,10143851,清华大学,应用数学,1
3E+19,李勇,2,硕士研究生,,N/A,经济学,5
3E+19,庄园,2,硕士研究生,,N/A,经济学,5
3E+19,张翼飞,2,硕士研究生,,N/A,经济学,5
3E+19,于鑫,2,硕士研究生,10229103,美国麻省理工学院,工商管理,3
3E+19,李骥,1,博士研究生,10143850,北京大学,经济学,5
3E+19,杨林耘,2,硕士研究生,10143850,北京大学,金融,5
3E+19,王丹丹,2,硕士研究生,104432,中国人民银行研究生部,金融,5
3E+19,薛子徵,3,本科,10229204,山西大学,工商管理,3
3E+19,薛子徵,3,本科,10229204,山西大学,应用心理学,7
3E+19,代毅,2,硕士研究生,10143850,北京大学,金融学,5
3E+19,金凌志,2,硕士研究生,10229548,中央财经大学,经济学,5
3E+19,张君孺,2,硕士研究生,,N/A,经济学,5
3E+19,张钟玉,2,硕士研究生,,N/A,会计学,4
3E+19,朱文辉,2,硕士研究生,10143851,清华大学,工商管理,3
3E+19,欧阳亮,2,硕士研究生,,N/A,管理学,6
3E+19,李琪,1,博士研究生,10229379,天津大学,管理学,6
3E+19,汤义峰,1,博士研究生,10229531,中国科学院,管理学,6
3E+19,李达夫,2,硕士研究生,10229546,中山大学,数量经济学,5
3E+19,何晶,2,硕士研究生,10108675,哥伦比亚大学,N/A,
3E+19,张明,2,硕士研究生,,N/A,管理学,6
3E+19,袁玮,1,博士研究生,,N/A,理学,1
3E+19,白仲光,1,博士研究生,10229379,天津大学,金融工程,5
3E+19,季慧娟,2,硕士研究生,10143861,上海财经大学,经济学,5
3E+19,季慧娟,3,本科,10226510,同济大学,经济学,5
3E+19,陈利,2,硕士研究生,10143861,上海财经大学,数量经济学,5
3E+19,屈伟南,2,硕士研究生,,N/A,工商管理,3
3E+19,支兆华,2,硕士研究生,,N/A,经济学,5
3E+19,张帆,2,硕士研究生,10143953,华中科技大学,N/A,
3E+19,李小羽,3,本科,10226507,上海交通大学,工学,1
3E+19,李小羽,2,硕士研究生,10149381,华南理工大学,工学,1
3E+19,谈洁颖,3,本科,10123973,中国人民大学,工商企业管理,3
3E+19,万莉,2,硕士研究生,10149381,华南理工大学,国民经济学,5
3E+19,苏纯,2,硕士研究生,10229339,四川大学,管理科学与工程,6
3E+19,安昀,2,硕士研究生,10149414,复旦大学,数量经济学,5
3E+19,付勇,3,本科,10143850,北京大学,数学,1
3E+19,付勇,2,硕士研究生,10143850,北京大学,会计学,4
