"FundManagerID","Funmager","Gender","BirthDate","NationalityCode","Nationality","DegreeID","Degree","Major","MajorChara","UniversityID","University","IsInternationalSchool","Is985Universities","Is211Universities","OveseaBack","PoliticalBack","Certificate","BusinessDuration","Resume"
"30000000000000015404","朱晓栋","男","","CHN","中华人民共和国","3","本科","经济学","5","10226888","对外经济贸易大学","0","0","1","","0","","8.00","朱晓栋（先生）,2017年5月24日起至今,权益投资部副总经理，投资决策委员会委员，对外经济贸易大学经济学硕士，8年证券从业经历。2009年12月加盟东方基金管理有限责任公司，曾任研究部金融行业、固定收益研究、食品饮料行业、建筑建材行业研究员，东方龙混合型开放式证券投资基金基金经理助理、东方精选混合型开放式证券投资基金基金经理、东方核心动力股票型开放式证券投资基金（于2015年7月31日更名为东方核心动力混合型证券投资基金）基金经理。现任东方利群混合型发起式证券投资基金基金经理、东方安心收益保本混合型证券投资基金基金经理、东方多策略灵活配置混合型证券投资基金基金经理、东方龙混合型开放式证券投资基金基金经理、东方鼎新灵活配置混合型证券投资基金基金经理、东方核心动力混合型证券投资基金基金经理、东方新策略灵活配置混合型证券投资基金基金经理、东方精选混合型开放式证券投资基金基金经理、东方区域发展混合型证券投资基金基金经理、东方支柱产业灵活配置混合型证券投资基金基金经理。"
"30000000000000015405","李飞","男","1971-00","CHN","中华人民共和国","1","博士研究生","经济学","5","10391022","加拿大西蒙弗雷泽大学","1","0","0","2","0","","","李飞先生，博士研究生。历任上海技术应用技术学院财政经济系教师，聚源数据有限责任公司研究发展中心项目经理，国盛证券有限责任公司投资研究部高级宏观债券研究员，金元惠理基金管理有限公司投资部基金经理。现任富安达基金管理有限公司多资产投资部副总监（主持工作）、兼固定收益部负责人、富安达增强收益债券型证券投资基金、富安达富利纯债债券型证券投资基金、富安达稳健配置6个月持有期混合型证券投资基金的基金经理。"
"30000000000000015406","余述胜","男","1967-00","CHN","中华人民共和国","1","博士研究生","金融学","5","","","","","","","0","","11.00","余述胜先生:1967年出生,金融学博士,14年基金从业经历。1998年3月至2007年10月就职于南方基金管理有限公司,历任研究员、投资部副总监、交通运输行业首席分析师。2007年11月加入宝盈基金管理有限公司,历任投资部副总监、研究部执行总监。现任宝盈策略增长股票型证券投资基金基金经理、宝盈中证100指数增强型证券投资基金基金经理。"
"30000000000000015418","毛矛","男","","CHN","中华人民共和国","2","硕士研究生","金融学","5","10241663","杜伦大学","0","0","0","2","0","","","毛矛先生，硕士研究生。历任中华资源（香港）有限公司交易员，易唯思商务咨询有限公司投资分析师，光大保德信基金管理有限公司行业研究员。2012年4月加入富安达基金管理有限公司任高级行业研究员兼基金经理助理。2015年5月起任富安达策略精选灵活配置混合型基金、富安达健康人生灵活配置混合型基金(2015年11月25日至2016年12月16日期间)、富安达新动力灵活配置混合型基金、富安达消费主题灵活配置混合型基金的基金经理、富安达行业轮动灵活配置混合型基金的基金经理。"
"30000000000000015425","周薇","女","","CHN","中华人民共和国","1","博士研究生","金融学","5","104432","中国人民银行研究生部","0","0","0","","0","","10.00","周薇（女士）2019年4月30日至今中国人民银行研究生部金融学博士，11年证券从业经历，曾任中国银行总行外汇期权投资经理。2012年7月加盟东方基金管理有限责任公司，曾任固定收益部债券研究员、投资经理、东方金账簿货币市场证券投资基金基金经理助理、东方金账簿货币市场证券投资基金基金经理、东方永润18个月定期开放债券型证券投资基金(于2017年8月23日起转型为东方永润债券型证券投资基金)基金经理、东方鼎新灵活配置混合型证券投资基金基金经理、东方荣家保本混合型证券投资基金基金经理、东方新价值混合型证券投资基金基金经理、东方盛世灵活配置混合型证券投资基金基金经理、东方民丰回报赢安混合型证券投资基金基金经理、东方永润债券型证券投资基金基金经理、东方稳定增利债券型证券投资基金基金经理，现任东方惠新灵活配置混合型证券投资基金基金经理、东方永熙18个月定期开放债券型证券投资基金基金经理、东方多策略灵活配置混合型证券投资基金基金经理、东方金证通货币市场基金基金经理、东方金元宝货币市场基金基金经理、东方金账簿货币市场证券投资基金基金经理、东方臻宝纯债债券型证券投资基金基金经理。"
"30000000000000015426","陈若劲","女","1971-06","CHN","中华人民共和国","4","MBA/EMBA","金融MBA","2","10238973","香港中文大学","1","0","0","","0","","","陈若劲女士，香港中文大学金融MBA，硕士。曾任第一创业证券股份有限公司固定收益部研究员，宝盈基金管理有限公司固定收益部总监、基金经理，红土创新基金管理有限公司固定收益部总监；现任红土创新基金管理有限公司副总经理、固定收益部总监。2019年3月起任红土创新增强收益债券型证券投资基金、红土创新稳健混合型证券投资基金、红土创新稳进混合型证券投资基金、红土创新稳益6个月持有期混合型证券投资基金、红土创新添利债券型证券投资基金、红土创新添益债券型证券投资基金基金经理。"
"30000000000000015437","段鹏程","男","","CHN","中华人民共和国","2","硕士研究生","生物学","7","10143878","厦门大学","1","1","1","","0","","13.00","段鹏程先生，厦门大学生物学硕士。曾任职于厦门国际信托投资公司，天同证券深圳中心营业部总经理助理、副总经理，诺安基金管理有限公司基金经理，特定客户资产管理部总监。2004年5月加入宝盈基金管理有限公司，历任特定客户资产管理部投资经理、副总监，研究部核心研究员、副总监、总监，权益投资部总监。现任权益投资部执行总经理，宝盈医疗健康沪港深股票型证券投资基金、宝盈消费主题灵活配置混合型证券投资基金（原鸿阳证券投资基金）、宝盈优势产业灵活配置混合型证券投资基金和宝盈新价值灵活配置混合型证券投资基金基金经理。"
"30000000000000015450","黄诺楠","女","","CHN","中华人民共和国","1","博士研究生","应用经济学","5","10143851","清华大学","1","1","1","","0","","10.00","黄诺楠女士，清华大学应用经济学专业博士，11年证券从业经验。2020年1月加入国新国证基金管理有限公司，现任固定收益投资部负责人。2020年7月1日起担任国新国证雄安建设发展三年定期开放债券型证券投资基金的基金经理，2020年12月30日起担任国新国证荣赢63个月定期开放债券型证券投资基金的基金经理，2021年8月17日起担任国新国证融泽6个月定期开放灵活配置混合型证券投资基金的基金经理，2021年12月15日起担任国新国证融兴6个月定期开放灵活配置混合型证券投资基金的基金经理，2022年12月23日起担任国新国证鑫裕央企债六个月定期开放债券型证券投资基金的基金经理，2023年5月18日起担任国新国证鑫泰三个月定期开放债券型证券投资基金的基金经理。历任东方基金管理有限责任公司研究部研究员，固定收益部研究员、投资经理、基金经理。"
"30000000000000015452","王琼","男","1969-00","CHN","中华人民共和国","2","硕士研究生","工学","1","","","","","","","0","","16.00","王琼先生,1969年生,管理系工学硕士,具有16年证券从业经历。先后任职于上海万国证券公司投资银行部、招商证券公司投资银行部、研究部和投资管理部,从事宏观经济研究、行业研究工作,曾担任宏观策略小组负责人,研究部副总经理、投资管理部董事(分管QDII业务)曾任职于融通基金公司研究部、投资部,历任行业研究员、基金经理助理。2009年7月加入宝盈基金管理有限公司,现任宝盈基金管理有限公司投资部副总监,宝盈核心优势灵活配置混合型证券投资基金经理。"
"30000000000000015456","高峰","男","1971-10","CHN","中华人民共和国","2","硕士研究生","经济学","5","10143850","北京大学","1","1","1","","0","","8.00","高峰先生，北京大学光华管理学院硕士，21年金融从业经验，8年公募基金公司投资总监工作经验。历任中国对外经济贸易信托投资公司计划财务部财务科经理，中化集团公司财务部综合部经理，宝盈基金研究发展部副总经理，中国对外经济贸易信托有限公司证券业务部总经理、资产管理总部执行总经理兼宝盈基金董事，宝盈基金总经理助理、投资部总监、基金经理、公司投委会主席。现任北信瑞丰基金管理有限公司副总经理，投委会主席，基金经理，负责公司投研业务。"
"30000000000000015465","邱骏","男","","CHN","中华人民共和国","2","硕士研究生","金融工程","5","10143878","厦门大学","1","1","1","","0","CPA,CFA","15.00","邱骏先生，厦门大学金融工程硕士，CPA，CFA。曾任宝盈基金研究员、宝盈货币市场基金基金经理、红土创新基金专户投资经理，现任红土创新货币市场基金、红土创新优淳货币市场基金、红土创新纯债债券型证券投资基金、红土创新丰源中短债债券型证券投资基金、红土创新丰泽中短债债券型证券投资基金、红土创新丰睿中短债债券型证券投资基金、红土创新丰和利率债债券型证券投资基金、红土创新稳健混合型证券投资基金基金经理。"
"30000000000000015467","彭敢","男","1969-00","CHN","中华人民共和国","2","硕士研究生","金融学","5","","","","","","","0","","","彭敢，硕士研究生。曾任大鹏证券研究所研究员、银华基金有限公司投资部研究员、银华基金管理有限公司投资管理部研究员、万联证券有限责任公司研发中心首席分析师、财富证券有限责任公司证券投资部投资经理、宝盈基金管理有限公司基金经理等职，2017年2月28日加入我司，现任公司首席投资官兼权益投资总部总经理，自2017年7月14日起担任东吴嘉禾优势精选混合型开放式证券投资基金基金经理，自2017年12月5日起担任东吴双三角股票型证券投资基金基金经理。"
"30000000000000015475","盖俊龙","男","1978-01","CHN","中华人民共和国","2","硕士研究生","经济学","5","","","","","","","0","","16.00","盖俊龙，16年证券行业投研经验，历任长城基金管理有限公司行业研究员；宝盈基金管理有限公司研究员、专户投资经理、基金经理。现任本公司研究部总监，红土创新转型精选灵活配置混合型证券投资基金（LOF）、红土创新科技创新股票型证券投资基金（LOF）、红土创新智能制造混合型发起式证券投资基金、红土创新新科技股票型发起式证券投资基金、红土创新景气回报混合型证券投资基金基金经理。"
"30000000000000015486","王茹远","女","","CHN","中华人民共和国","2","硕士研究生","","","","","","","","","0","","11.00","王茹远女士,硕士研究生。2007年12月至2011年7月就职于海通证券股份有限公司,担任首席分析师。2011年7月加入宝盈基金管理有限公司,担任核心研究员。现任宝盈核心优势灵活配置混合型证券投资基金基金经理、宝盈策略增长股票型证券投资基金基金经理。"
"30000000000000015487","朱建明","男","","CHN","中华人民共和国","2","硕士研究生","金融学","5","104432","中国人民银行研究生部","0","0","0","","0","","13.00","朱建明先生，中国人民银行研究生部（清华大学五道口金融学院）金融学硕士。具有14年证券从业经历。2011年5月加入宝盈基金管理有限公司，历任研究部研究员、专户投资部投资经理，现任权益投资部副总经理（主持工作）、宝盈睿丰创新灵活配置混合型证券投资基金、宝盈策略增长混合型证券投资基金、宝盈泛沿海区域增长混合型证券投资基金、宝盈成长精选混合型证券投资基金、宝盈科技30灵活配置混合型证券投资基金基金经理；投资经理。"
"30000000000000015500","郭骁","男","1987-06","CHN","中华人民共和国","2","硕士研究生","金融学","5","","","","","","","0","","6.00","郭骁先生，硕士。历任宝盈基金管理有限公司金融工程部研究员、权益投资部基金经理，国金基金管理有限公司量化研究部总经理助理。现任量化研究部基金经理。"
"30000000000000015502","刘元海","男","","CHN","中华人民共和国","1","博士研究生","管理学","6","10226510","同济大学","1","1","1","","0","","","刘元海先生，中国国籍，同济大学管理学博士，具备证券投资基金从业资格。曾任职东吴基金管理有限公司研究员、基金经理助理、基金经理、投资管理部副总经理（2004年2月-2015年6月），期间担任东吴新产业精选股票型证券投资基金、东吴深证100指数增强型证券投资基金（LOF）、东吴内需增长混合型证券投资基金、东吴行业轮动混合型证券投资基金的基金经理。2016年2月再次加入东吴基金管理有限公司，现任权益投资总监兼权益投资总部总经理、基金经理。2017年2月9日至2020年1月9日担任东吴优信稳健债券型证券投资基金基金经理，2020年1月18日至2021年3月1日担任东吴新经济混合型证券投资基金基金经理，2020年4月1日至2022年12月30日担任东吴价值成长双动力混合型证券投资基金基金经理，2016年4月27日至今担任东吴移动互联灵活配置混合型证券投资基金基金经理，2019年4月29日至今担任东吴新趋势价值线灵活配置混合型证券投资基金基金经理，2022年1月25日至今担任东吴新能源汽车股票型证券投资基金基金经理，2023年8月15日至今担任东吴嘉禾优势精选混合型开放式证券投资基金基金经理,2024年8月20日至今担任东吴科技创新混合型证券投资基金基金经理。"
"30000000000000015507","朱冰兵","男","","CHN","中华人民共和国","3","本科","计算机应用专业","1","10226737","南京大学","1","1","1","","0","","7.00","朱冰兵同志，南京大学计算机应用专业，学士学位。曾任江苏省昆山市信托投资公司证券营业部、东吴证券营业部信息技术部系统工程师，自2003年10月参与我司筹建以来，一直就职于我司，其中2003年10月至2010年6月任系统工程师，2010年7至今，一直从事研究工作，历任助理研究员、研究员、基金经理助理，现任基金经理，其中，自2018年7月11日起担任东吴沪深300指数型证券投资基金（2018年7月11日由原东吴深证100指数增强型证券投资基金（LOF）转型）、自2017年3月9日起担任东吴中证新兴产业指数证券投资基金基金经理。"
"30000000000000015513","邵笛","男","1982-00","CHN","中华人民共和国","2","硕士研究生","工商管理","3","10143861","上海财经大学","0","0","1","","0","","","邵笛先生，中国国籍，上海财经大学工商管理硕士，具备证券投资基金从业资格。曾任职上海广大律师事务所；上海文筑建筑咨询公司；上海永一房产咨询有限公司。2006年9月起加入东吴基金管理有限公司，现任基金经理。2018年4月23日至2021年9月1日及2022年12月2日至2025年1月21日担任东吴悦秀纯债债券型证券投资基金基金经理，2019年4月2日至2020年7月7日担任东吴鼎元双债债券型证券投资基金基金经理，2021年7月2日至2021年7月28日担任东吴中证可转换债券指数证券投资基金基金经理，2022年12月2日至2023年7月27日担任东吴中债1-3年政策性金融债指数证券投资基金基金经理，2022年5月9日至2024年4月10日担任东吴优益债券型证券投资基金基金经理，2018年4月11日至2023年9月28日及2024年9月25日至今担任东吴增鑫宝货币市场基金基金经理，2014年10月30日至今担任东吴货币市场证券投资基金基金经理，2022年5月9日至今担任东吴鼎泰纯债债券型证券投资基金基金经理，2022年12月2日至今担任东吴瑞盈63个月定期开放债券型证券投资基金基金经理，2023年3月6日至今担任东吴添利三个月定期开放债券型证券投资基金基金经理，2023年7月21日至今担任东吴添瑞三个月定期开放债券型证券投资基金基金经理，2024年9月25日至今担任东吴月月享30天持有期短债债券型证券投资基金基金经理，2024年9月25日至今担任东吴中证同业存单AAA指数7天持有期证券投资基金基金经理，2025年6月17日至今担任东吴中短债债券型发起式证券投资基金基金经理。"
"30000000000000015519","任壮","男","1972-00","CHN","中华人民共和国","1","博士研究生","管理学","6","","","","","","","0","","","任壮先生,管理学博士,中国社科院金融所博士后,副研究员曾任兴业证券研发中心高级研究员2007年9月加入东吴基金管理有限公司,曾任公司基金经理助理、研究策划部总经理助理、公司研究副总监兼研究策划部副总经理、东吴新经济股票基金基金经理等职,现担任公司权益类投资副总监兼东吴行业轮动股票型证券投资基金基金经理。"
"30000000000000015529","戴斌","男","1982-00","CHN","中华人民共和国","1","博士研究生","金融学","5","10123973","中国人民大学","1","1","1","","0","","12.00","戴斌先生，1982年生，博士，中国人民大学金融学专业毕业。自2007年1月起加入东吴基金管理有限公司一直从事证券投资研究工作，曾任研究部宏观经济、金融工程研究员、产品策划部产品设计研究员，基金经理助理，现任权益投资总部副总经理、基金经理，其中，自2014年12月12日起担任东吴价值成长双动力混合型证券投资基金基金经理，自2019年4月29日起担任东吴配置优化灵活配置混合型证券投资基金（原东吴配置优化混合型证券投资基金）基金经理。其中，2015年5月27日至2017年5月6日担任东吴移动互联灵活配置混合型证券投资基金基金经理，2015年8月19日至2017年7月29日担任东吴配置优化混合型证券投资基金基金经理，2015年7月1日至2017年12月18日担任东吴新趋势价值线灵活配置混合型证券投资基金基金经理，自2013年12月24日至2018年12月5日担任东吴新产业精选混合型证券投资基金基金经理。"
"30000000000000015531","邹国英","男","1973-10","CHN","中华人民共和国","2","硕士研究生","","","10128393","西南财经大学","0","0","1","","0","","8.00","邹国英先生,硕士,西南财经大学毕业。曾担任新疆证券研究所研究员、兴业证券研究所研究员2008年6月起加入东吴基金管理有限公司,曾任研究策划部行业研究员、基金经理助理等职务,现担任基金经理,其中2012年10月27日至2014年6月14日任东吴嘉禾优势精选混合型开放式证券投资基金基金经理,自2012年8月10日起任东吴新经济股票型证券投资基金基金经理。"
"30000000000000015543","唐祝益","男","1974-00","CHN","中华人民共和国","2","硕士研究生","经济学","5","10226737","南京大学","1","1","1","","0","","15.00","唐祝益,男,1974年生,硕士。曾担任上海证券综合研究有限公司证券分析师、华鑫证券有限责任公司投资经理、海通证券股份有限公司投资经理。2009年8月加入东吴基金管理有限公司,曾任公司投资管理部总经理、投资副总监、权益类投资总监、基金经理等职。2014年4月加入招商基金管理有限公司,现任投资管理四部副总监、招商先锋证券投资基金基金经理(管理时间:2014年6月21日至今)。"
"30000000000000015544","韦勇","男","1974-00","CHN","中华人民共和国","2","硕士研究生","MBA","2","10242726","香港公开大学","0","0","0","","0","","18.00","韦勇先生,18年的证券从业经历。香港公开大学MBA毕业,曾任贵州证券有限责任公司交易经理、汉唐证券有限责任公司投资经理、恒泰证券股份有限公司投资经理等职2009年6月加入东吴基金管理有限公司,曾于2009年12月25日至2011年10月14日任东吴优信稳健债券基金经理,自2010年5月11日起担任东吴货币基金基金经理、自2011年7月27日起担任东吴增利债券基金基金经理。"
"30000000000000015545","王少成","男","1978-00","CHN","中华人民共和国","2","硕士研究生","物理化学","1","10149414","复旦大学","1","1","1","","0","","14.00","王少成先生:基金经理。复旦大学物理化学硕士，21年证券投资行业从业经验。历任上海融昌资产管理公司研究员，中原证券投资经理，信诚基金管理有限公司研究总监助理，东吴基金管理有限公司投资经理、基金经理、投资部副总经理。2010年9月至2012年10月担任东吴新创业股票型证券投资基金基金经理，2011年2月至2012年11月担任东吴中证新兴产业指数证券投资基金基金经理，2011年5月至2012年11月担任东吴价值成长双动力股票型证券投资基金基金经理。2012年加入交银施罗德基金管理有限公司，曾任权益部副总经理，权益部投资总监，现任权益部一级专家。曾任交银施罗德先进制造混合型证券投资基金(2013年03月21日至2015年08月14日)、交银施罗德先锋混合型证券投资基金(2013年05月29日至2015年08月14日)、交银施罗德成长30混合型证券投资基金(2013年07月02日至2019年06月17日)、交银施罗德安心收益债券型证券投资基金(2015年11月07日至2018年05月15日)、交银施罗德策略回报灵活配置混合型证券投资基金(2015年11月07日至2018年06月07日)、交银施罗德恒益灵活配置混合型证券投资基金(2018年08月24日至2019年08月28日)的基金经理。现任交银施罗德成长混合型证券投资基金(2015年03月24日至今)、交银施罗德蓝筹混合型证券投资基金(2018年09月28日至今)的基金经理。"
"30000000000000015546","薛和斌","男","","CHN","中华人民共和国","2","硕士研究生","农业经济管理","6","10226507","上海交通大学","1","1","1","","0","","","薛和斌先生,硕士,上海交通大学农业经济管理专业毕业。2007年1月至2009年5月就职于东方证券股份有限公司,从事证券投资分析,任行业研究员。自2009年5月起加入东吴基金管理有限公司,曾任研究策划部研究员、专户投资经理助理、基金经理助理,自2013年12月24日起担任东吴内需增长混合型证券投资基金基金经理、自2014年6月14日起担任东吴价值成长双动力股票型证券投资基金基金经理。"
"30000000000000015555","张能进","男","","CHN","中华人民共和国","2","硕士研究生","","","","","","","","","0","","10.00","张能进同志，硕士，2007年7月至2009年11月就职于东北证券，任行业研究员，2009年11月加入东吴基金管理有限公司，一直从事投资研究工作，曾任研究员、基金经理助理，现任基金经理，自2018年2月27日起担任东吴新经济混合型证券投资基金基金经理，其中，2016年5月10日至2018年3月3日担任东吴阿尔法灵活配置混合型证券投资基金基金经理。"
"30000000000000015566","周健","男","","CHN","中华人民共和国","2","硕士研究生","经济学","5","10143735","南开大学","1","1","1","","0","","","周健先生，中国国籍，南开大学经济学硕士，具备证券投资基金从业资格。曾任职海通证券股份有限公司研究所金融工程分析师。2011年5月加入东吴基金管理有限公司，现任基金经理。2012年10月27日至2015年5月29日担任东吴新创业股票型证券投资基金基金经理,2016年8月11日至2018年12月13日担任东吴智慧医疗量化策略灵活配置混合型证券投资基金基金经理，2016年2月3日至2017年4月19日担任东吴安盈量化灵活配置混合型证券投资基金基金经理，2020年12月16日至2022年8月17日担任东吴多策略灵活配置混合型证券投资基金基金经理，2016年2月5日至2017年4月19日及2019年5月30日至2022年12月30日担任东吴国企改革主题灵活配置混合型证券投资基金基金经理，2013年6月5日至2018年12月13日及2020年1月18日至2023年5月24日担任东吴沪深300指数型证券投资基金（原东吴深证100指数增强型证券投资基金（LOF））基金经理，2012年5月3日至2018年12月13日及2020年1月18日至今担任东吴中证新兴产业指数证券投资基金基金经理，2016年6月3日至2018年12月13日及2020年7月23日至今担任东吴安鑫量化灵活配置混合型证券投资基金基金经理，2020年12月16日至今担任东吴配置优化灵活配置混合型证券投资基金基金经理，2022年12月30日至今担任东吴优益债券型证券投资基金基金经理，2024年6月18日至今担任东吴国企改革主题灵活配置混合型证券投资基金基金经理，2025年7月15日至今担任东吴裕盈平衡混合型证券投资基金基金经理。"
"30000000000000015568","丁蕙","女","1976-01","CHN","中华人民共和国","2","硕士研究生","工商管理","3","10238976","香港大学","1","0","0","","0","","15.00","丁蕙同志,女,出生于1976年1月,2007年11月获香港大学工商管理(国际)硕士学位,14年的从业经历。1999年1月至2001年1月就职于中信证券上海营业部任交易员2001年2月至2004年12月就职于汉唐证券有限责任公司任固定收益部债券研究员2004年12月至2007年9月就职于航天科技财务公司任债券投资主管2007年10月至2011年6月就职于平安资产管理公司任固定收益部投资经理2011年7月加入东吴基金管理有限公司,现担任公司固定收益部总经理兼东吴优信稳健债券基金基金经理、东吴保本混合基金基金经理、东吴鼎利分级债券型投资基金经理。"
"30000000000000015574","徐嶒","男","","CHN","中华人民共和国","2","硕士研究生","哲学","7","10238973","香港中文大学","1","0","0","","0","","","徐嶒先生，硕士。曾任职LEKConsulting埃森哲咨询公司上海分公司行业研究员、东吴基金管理有限公司基金经理，2023年加入蜂巢基金管理有限公司。2024年4月23日起任蜂巢趋势臻选混合型证券投资基金基金经理。"
"30000000000000015584","王文华","女","","CHN","中华人民共和国","2","硕士研究生","经济学","5","10143735","南开大学","1","1","1","","0","","16.00","王文华，硕士研究生。曾任中诚信证券评估有限公司分析员，高级分析师、华泰联合证券有限责任公司高级经理；2012年3月至2021年7月任职于东吴基金管理有限公司，担任债券研究员、债券基金经理助理、基金经理，历任东吴增利债券型证券投资基金（2014年10月15日-2020年7月17日）、东吴增鑫宝货币市场基金（2016年11月7日-2021年7月2日）、东吴货币市场证券投资基金（2018年4月11日-2021年7月2日）、东吴中证可转换债券指数证券投资基金（2020年8月12日-2021年7月2日）、东吴中证可转换债券指数分级证券投资基金（2019年12月24日-2020年8月11日）基金经理；2021年8月加入中银国际证券股份有限公司，历任中银证券安泰债券型证券投资基金(2022年5月25日-2024年7月3日)基金经理，现任中银证券汇享定期开放债券型发起式证券投资基金（2022年1月20日-至今）、中银证券鑫瑞6个月持有期混合型证券投资基金（2022年1月20日-至今）、中银证券盈瑞混合型证券投资基金（2022年5月25日-至今）、中银证券汇裕一年定期开放债券型发起式证券投资基金（2023年3月16日-至今）、中银证券安澈债券型证券投资基金（2023年8月11日-至今）、中银证券和瑞一年持有期混合型证券投资基金（2023年12月4日-至今）、中银证券安弘债券型证券投资基金（2024年9月20日-至今）基金经理。"
"30000000000000015591","毕天宇","男","","CHN","中华人民共和国","2","硕士研究生","","","","","","","","","0","","","毕天宇，硕士，曾任中国燕兴桂林公司经理助理，中国北方工业上海公司经理助理，兴业证券股份有限公司研究员；自2002年3月加入富国基金管理有限公司，历任研究员、高级研究员、权益基金经理、高级权益基金经理、权益投资部权益投资副总监、资深权益基金经理；现任富国基金权益投资部权益投资总监兼资深权益基金经理。自2007年04月起任富国天博创新主题混合型证券投资基金(原富国天博创新主题股票型证券投资基金)基金经理；自2014年06月起任富国高端制造行业股票型证券投资基金基金经理；自2020年01月起任富国龙头优势混合型证券投资基金基金经理；自2021年09月起任富国均衡成长三年持有期混合型证券投资基金基金经理；具有基金从业资格。"
"30000000000000015593","陈戈","男","","CHN","中华人民共和国","2","硕士研究生","","","","","","","","","0","","","陈戈先生，基金经理，生于1972年，硕士，自1996年开始从事证券行业工作。曾就职于君安证券研究所任研究员。2000年10月加入富国基金管理有限公司，历任研究策划部研究员，现任总经理助理兼研究策划部经理，从2005年4月开始管理本基金。"
"30000000000000015595","王立立","男","","CHN","中华人民共和国","2","硕士研究生","世界经济","5","10149414","复旦大学","1","1","1","","0","","9.00","王立立，硕士，复旦大学世界经济专业。2010年7月至2010年12月就职于中信建投证券有限责任公司投资银行部任经理，2011年1月至2012年7月就职于上海汇利资产管理公司研究部任研究员，自2012年7月起加入东吴基金管理有限公司，曾任研究员、基金经理助理，现任基金经理，自2015年5月29日起担任东吴行业轮动混合型证券投资基金基金经理，自2020年1月18日担任东吴国企改革主题灵活配置混合型证券投资基金。其中，2015年12月30日至2017年4月19日担任东吴国企改革主题灵活配置混合型证券投资基金基金经理，2013年12月24日至2018年2月27日担任东吴嘉禾优势精选混合型开放式证券投资基金基金经理，2014年6月14日至2018年3月3日担任东吴阿尔法灵活配置混合型证券投资基金基金经理、2015年2月6日至2018年10月13日担任东吴进取策略灵活配置混合型开放式证券投资基金。"
"30000000000000015600","于江勇","男","","CHN","中华人民共和国","2","硕士研究生","","","","","","","","","0","","","于江勇先生,硕士,曾任华夏证券研究所研究员;2001年4月任富国基金管理有限公司行业研究员、高级行业研究员,2008年5月至今任富国天成基金经理,兼任总经理助理和权益专户投资部总经理。具有基金从业资格。"
"30000000000000015606","吴广利","男","1973-00","CHN","中华人民共和国","2","硕士研究生","经济学","5","10143850","北京大学","1","1","1","","0","","","吴广利,上海交通大学工学学士,北京大学经济学硕士。曾任海通证券研究所研究员、长江巴黎百富勤研究部研究经理、金元惠理基金管理有限公司,2012年8月加入东吴基金管理有限公司,曾任基金经理助理,自2013年10月24日起担任东吴新创业股票型证券投资基金基金经理。"
"30000000000000015607","饶刚","男","1973-00","CHN","中华人民共和国","2","硕士研究生","数理统计学,理学","1","10149414","复旦大学","1","1","1","","0","","","饶刚先生，理学硕士,曾任富国基金管理有限公司总经理助理、固定收益部总经理，兼任富国资产管理（上海）有限公司总经理，上海东方证券资产管理有限公司副总经理，睿远基金管理有限公司副总经理。现任睿远基金管理有限公司总经理。自2021年12月起任睿远稳进配置两年持有期混合型证券投资基金基金经理。具有基金从业资格。"
"30000000000000015610","赵梅玲","女","","CHN","中华人民共和国","2","硕士研究生","经济学","5","10143869","武汉大学","1","1","1","","0","","16.00","赵梅玲女士，中国国籍，武汉大学经济学硕士，具备证券投资基金从业资格。曾任职安信证券股份有限公司行业分析师。2012年7月加入东吴基金管理有限公司，现任基金经理。2016年5月10日至2018年4月19日及2020年4月1日至2021年4月22日担任东吴配置优化灵活配置混合型证券投资基金（原东吴配置优化混合型证券投资基金）基金经理，2020年7月23日至2022年8月17日担任东吴智慧医疗量化策略灵活配置混合型证券投资基金基金经理，2020年7月23日至2022年12月30日担任东吴价值成长双动力混合型证券投资基金基金经理，2021年11月30日至2022年12月30日担任东吴医疗服务股票型证券投资基金基金经理，2022年12月30日至2025年4月29日担任东吴国企改革主题灵活配置混合型证券投资基金基金经理，2018年3月12日至今担任东吴进取策略灵活配置混合型开放式证券投资基金基金经理，2021年9月14日至今担任东吴消费成长混合型证券投资基金基金经理，2023年8月15日至今担任东吴行业轮动混合型证券投资基金基金经理。"
"30000000000000015622","张楷浠","男","","CHN","中华人民共和国","2","硕士研究生","金融学","5","10143869","武汉大学","1","1","1","","0","","4.00","张楷浠先生,硕士,武汉大学金融学毕业。2010年7月至2012年9月就职于国泰君安证券股份有限公司任研究员,2012年10月加入东吴基金管理有限公司,曾任研究策划部研究员、基金经理助理,现任基金经理,其中自2014年1月9日起担任东吴价值成长双动力股票型证券投资基金基金经理,2014年6月14日起担任东吴新经济股票型证券投资基金基金经理,2014年11月24日起担任东吴新创业股票型证券投资基金基金经理。"
"30000000000000015625","朱少醒","男","1973-00","CHN","中华人民共和国","1","博士研究生","管理学","6","","","","","","","0","","","朱少醒，博士，自2000年6月加入富国基金管理有限公司，历任产品开发主管、基金经理、研究部总经理、权益投资部总经理、公司总经理助理；现任富国基金副总经理，兼任富国基金资深权益基金经理。自2005年11月起任富国天惠精选成长混合型证券投资基金（LOF）基金经理；具有基金从业资格。"
