behavior_id,user_id,product_id,behavior_type,behavior_time,duration_seconds
B00003253,U003634,P000463,浏览,2026-02-04 23:41:35.773953,262
B00003254,U002677,P000710,点击,2026-01-21 09:21:35.773953,207
B00003255,U001216,P000247,浏览,2026-02-27 08:28:35.773953,129
B00003256,U002478,P001753,点击,2026-02-06 18:21:35.773953,521
B00003257,U002265,P000129,浏览,2026-01-04 17:06:35.773953,487
B00003258,U000970,P001734,浏览,2026-02-13 04:59:35.773953,18
B00003259,U000601,P000333,加购,2026-01-22 22:42:35.773953,0
B00003260,U004456,P001099,点击,2026-01-29 22:35:35.773953,360
B00003261,U001333,P000984,点击,2026-02-22 07:05:35.773953,46
B00003262,U002717,P001114,浏览,2025-12-12 06:27:35.773953,567
B00003263,U004517,P000793,浏览,2026-02-13 00:22:35.773953,171
B00003264,U000782,P000052,收藏,2026-01-07 15:33:35.773953,0
B00003265,U003809,P000820,点击,2026-02-16 09:34:35.773953,155
B00003266,U001435,P001036,浏览,2026-01-15 04:39:35.773953,71
B00003267,U004339,P000046,加购,2026-01-17 22:08:35.773953,0
B00003268,U001017,P001673,浏览,2026-02-25 20:48:35.773953,421
B00003269,U002220,P001837,浏览,2026-01-20 04:57:35.773953,147
B00003270,U002703,P001316,点击,2025-12-06 21:33:35.773953,388
B00003271,U003907,P000137,浏览,2026-02-19 04:15:35.773953,232
B00003272,U002817,P001121,浏览,2026-03-05 03:27:35.773953,182
B00003273,U003992,P000936,点击,2026-01-05 18:46:35.773953,190
B00003274,U000460,P000162,浏览,2025-12-11 20:18:35.773953,286
B00003275,U003641,P001112,浏览,2026-02-10 09:33:35.773953,13
B00003276,U000532,P001077,点击,2026-02-27 23:15:35.773953,538
B00003277,U001978,P000109,浏览,2026-02-04 08:35:35.773953,306
B00003278,U003278,P000045,收藏,2025-12-23 18:26:35.773953,0
B00003279,U003765,P001918,收藏,2026-02-28 21:09:35.773953,0
B00003280,U000291,P000865,点击,2026-02-24 09:01:35.773953,21
B00003281,U003576,P001185,浏览,2026-01-24 01:38:35.773953,514
B00003282,U004755,P001309,加购,2026-03-05 07:22:35.773953,0
B00003283,U004650,P001958,收藏,2025-12-06 02:33:35.773953,0
B00003284,U002476,P001840,浏览,2025-12-31 03:48:35.773953,306
B00003285,U000513,P000973,浏览,2026-01-25 04:53:35.773953,592
B00003286,U001640,P001618,浏览,2026-01-23 00:20:35.773953,208
B00003287,U000255,P000827,加购,2026-02-04 02:29:35.773953,0
B00003288,U004817,P000318,浏览,2025-12-23 06:09:35.773953,548
B00003289,U002638,P000767,浏览,2026-01-12 04:03:35.773953,253
B00003290,U001966,P001315,浏览,2025-12-22 15:43:35.773953,276
B00003291,U000051,P000431,加购,2026-01-12 11:30:35.773953,0
B00003292,U000800,P001851,浏览,2025-12-19 14:21:35.773953,86
B00003293,U000100,P000699,浏览,2026-01-04 19:12:35.773953,421
B00003294,U001748,P000386,浏览,2026-02-22 02:48:35.773953,148
B00003295,U002512,P001625,收藏,2025-12-30 18:08:35.773953,0
B00003296,U000237,P001018,浏览,2026-02-08 12:47:35.773953,253
B00003297,U000472,P000956,加购,2025-12-27 20:25:35.773953,0
B00003298,U002205,P000902,收藏,2026-02-24 21:22:35.773953,0
B00003299,U000139,P000537,浏览,2026-01-22 21:29:35.773953,154
B00003300,U002863,P000053,加购,2026-01-19 04:56:35.773953,0
B00003301,U001384,P000980,浏览,2025-12-17 10:24:35.773953,333
B00003302,U003096,P000380,浏览,2025-12-08 17:34:35.773953,141
B00003303,U004502,P001614,浏览,2026-01-05 13:25:35.773953,527
B00003304,U001713,P000114,收藏,2026-01-18 08:22:35.773953,0
B00003305,U000951,P001924,点击,2025-12-28 15:17:35.773953,516
B00003306,U003797,P000968,浏览,2026-02-14 09:05:35.773953,287
B00003307,U002374,P000994,浏览,2026-02-26 09:43:35.773953,320
B00003308,U001358,P000860,点击,2026-01-30 05:11:35.773953,31
B00003309,U004425,P001336,收藏,2026-02-28 23:11:35.773953,0
B00003310,U001700,P000258,收藏,2026-01-07 16:01:35.773953,0
B00003311,U002137,P000145,收藏,2025-12-25 14:53:35.773953,0
B00003312,U004111,P001732,点击,2026-02-01 12:39:35.773953,148
B00003313,U003373,P000503,浏览,2025-12-26 06:26:35.773953,588
B00003314,U000634,P001840,加购,2025-12-25 13:27:35.773953,0
B00003315,U001884,P000994,加购,2026-01-24 15:14:35.773953,0
B00003316,U002317,P000923,收藏,2025-12-15 13:13:35.773953,0
B00003317,U001129,P000860,浏览,2026-02-16 05:35:35.773953,120
B00003318,U002387,P000614,加购,2026-01-22 12:35:35.773953,0
B00003319,U000392,P001314,浏览,2026-01-07 07:39:35.773953,206
B00003320,U000169,P001376,点击,2026-01-29 00:35:35.773953,220
B00003321,U003089,P001705,浏览,2026-01-14 11:10:35.773953,144
B00003322,U002053,P001631,收藏,2025-12-16 12:16:35.773953,0
B00003323,U003966,P000774,收藏,2026-02-23 11:13:35.773953,0
B00003324,U003209,P000262,点击,2026-02-13 16:02:35.773953,160
B00003325,U004715,P000540,点击,2026-02-09 22:46:35.773953,495
B00003326,U001186,P001160,加购,2026-03-04 03:36:35.773953,0
B00003327,U004865,P001665,浏览,2025-12-26 11:41:35.773953,438
B00003328,U002728,P001360,浏览,2026-01-23 19:36:35.773953,25
B00003329,U003510,P000490,点击,2026-01-01 01:54:35.773953,216
B00003330,U004478,P001298,收藏,2026-01-24 23:37:35.773953,0
B00003331,U004578,P000222,收藏,2025-12-10 03:32:35.773953,0
B00003332,U003427,P001360,点击,2026-02-04 19:33:35.773953,189
B00003333,U004721,P000993,浏览,2026-02-21 07:49:35.773953,131
B00003334,U001714,P001147,浏览,2025-12-31 10:32:35.773953,581
B00003335,U002513,P001628,浏览,2025-12-19 01:37:35.773953,110
B00003336,U003262,P000943,浏览,2026-02-15 11:47:35.773953,425
B00003337,U004590,P000976,浏览,2026-01-27 00:10:35.773953,339
B00003338,U002679,P001547,浏览,2025-12-08 10:35:35.773953,517
B00003339,U000282,P001542,浏览,2025-12-08 00:27:35.773953,43
B00003340,U004927,P001934,点击,2026-02-12 02:37:35.773953,402
B00003341,U000430,P001904,浏览,2026-01-12 23:59:35.773953,269
B00003342,U002629,P001764,收藏,2026-01-17 15:18:35.773953,0
B00003343,U004954,P001558,加购,2026-01-30 00:33:35.773953,0
B00003344,U004349,P000215,加购,2025-12-08 17:38:35.773953,0
B00003345,U004659,P000415,浏览,2026-02-23 01:30:35.773953,223
B00003346,U003213,P001820,浏览,2026-02-10 07:41:35.773953,529
B00003347,U004633,P001427,点击,2026-01-24 04:16:35.773953,385
B00003348,U002946,P000627,点击,2026-02-26 22:28:35.773953,344
B00003349,U002318,P000726,浏览,2026-01-10 23:40:35.773953,69
B00003350,U003985,P000385,点击,2026-02-27 20:18:35.773953,147
B00003351,U003433,P001987,浏览,2026-02-19 12:25:35.773953,600
B00003352,U002664,P001992,点击,2026-02-10 10:47:35.773953,524
B00003353,U000936,P000653,点击,2025-12-12 00:55:35.773953,439
B00003354,U002343,P000691,浏览,2025-12-20 14:10:35.773953,418
B00003355,U001689,P000513,收藏,2025-12-14 03:17:35.773953,0
B00003356,U000883,P001565,浏览,2026-03-01 08:20:35.773953,246
B00003357,U002520,P000397,加购,2026-02-28 07:32:35.773953,0
B00003358,U000817,P000810,点击,2026-01-08 00:26:35.773953,120
B00003359,U003233,P000285,浏览,2026-02-17 08:00:35.773953,534
B00003360,U003867,P000862,浏览,2025-12-25 20:39:35.773953,35
B00003361,U002847,P000400,点击,2026-01-18 23:51:35.773953,335
B00003362,U004976,P001852,浏览,2025-12-20 01:15:35.773953,525
B00003363,U000678,P001129,加购,2025-12-13 21:40:35.773953,0
B00003364,U002255,P000674,收藏,2026-02-04 00:50:35.773953,0
B00003365,U002984,P000503,浏览,2026-02-25 21:38:35.773953,255
B00003366,U002490,P000040,浏览,2026-01-14 12:55:35.773953,13
B00003367,U002315,P000963,浏览,2025-12-16 16:19:35.774455,467
B00003368,U002447,P000349,点击,2026-03-04 15:54:35.774455,405
B00003369,U001889,P000222,浏览,2025-12-21 19:38:35.774455,34
B00003370,U001721,P000951,收藏,2026-01-29 11:30:35.774455,0
B00003371,U001904,P001466,加购,2026-03-01 16:11:35.774455,0
B00003372,U000224,P001588,点击,2026-02-28 05:59:35.774455,308
B00003373,U004761,P000064,加购,2025-12-06 13:34:35.774455,0
B00003374,U000935,P001028,浏览,2026-02-24 05:19:35.774455,389
B00003375,U001313,P001968,浏览,2025-12-15 02:40:35.774455,209
B00003376,U001309,P001480,点击,2026-02-21 14:57:35.774455,328
B00003377,U000226,P000879,浏览,2026-01-21 02:59:35.774455,28
B00003378,U000200,P001008,浏览,2026-02-11 05:16:35.774455,514
B00003379,U004600,P001042,浏览,2026-01-20 14:40:35.774455,490
B00003380,U004107,P001024,收藏,2026-01-17 01:02:35.774455,0
B00003381,U002885,P001366,点击,2026-01-21 18:36:35.774455,243
B00003382,U002325,P001034,收藏,2026-01-18 10:34:35.774455,0
B00003383,U003994,P001907,浏览,2026-03-01 21:12:35.774455,116
B00003384,U003934,P000782,加购,2026-01-02 04:02:35.774455,0
B00003385,U001598,P000947,收藏,2026-03-04 02:37:35.774455,0
B00003386,U000005,P001398,浏览,2026-01-14 04:11:35.774455,565
B00003387,U000280,P001390,浏览,2025-12-25 21:34:35.774455,554
B00003388,U003020,P000351,浏览,2025-12-26 09:53:35.774455,350
B00003389,U002365,P000099,浏览,2026-01-08 07:22:35.774455,246
B00003390,U000127,P001838,加购,2026-02-27 23:41:35.774455,0
B00003391,U004400,P001730,收藏,2026-02-03 07:06:35.774455,0
B00003392,U002797,P000829,浏览,2026-01-29 23:55:35.774455,484
B00003393,U004827,P000898,浏览,2026-02-16 23:42:35.774455,475
B00003394,U003250,P001443,点击,2026-02-06 01:26:35.774455,375
B00003395,U003902,P001058,浏览,2025-12-23 13:19:35.774455,250
B00003396,U004586,P000349,浏览,2025-12-21 00:15:35.774455,228
B00003397,U004533,P001862,收藏,2026-02-05 22:38:35.774455,0
B00003398,U003702,P001476,浏览,2026-01-14 07:09:35.774455,364
B00003399,U000483,P000577,浏览,2026-01-16 17:17:35.774455,268
B00003400,U003040,P001699,浏览,2026-01-23 22:25:35.774455,50
B00003401,U004411,P000176,浏览,2026-02-13 02:16:35.774455,588
B00003402,U001508,P000047,收藏,2026-03-04 20:07:35.774455,0
B00003403,U003169,P001242,浏览,2026-02-06 10:18:35.774455,327
B00003404,U000939,P001245,收藏,2026-02-01 17:41:35.774455,0
B00003405,U000017,P001035,点击,2026-01-14 17:20:35.774455,254
B00003406,U004543,P000190,浏览,2026-02-20 08:04:35.774455,202
B00003407,U004375,P001907,点击,2026-02-01 17:01:35.774455,178
B00003408,U003943,P000900,浏览,2026-02-26 02:27:35.774455,277
B00003409,U004548,P000086,收藏,2025-12-11 03:54:35.774455,0
B00003410,U002714,P000545,收藏,2026-02-14 14:48:35.774455,0
B00003411,U004702,P001954,浏览,2026-02-05 13:17:35.774455,258
B00003412,U003886,P000607,点击,2026-02-21 20:38:35.774455,206
B00003413,U003618,P000330,收藏,2026-03-01 04:36:35.774455,0
B00003414,U001034,P000419,收藏,2025-12-13 08:45:35.774455,0
B00003415,U001812,P001205,点击,2025-12-09 21:16:35.774455,340
B00003416,U002008,P001019,点击,2026-02-02 21:58:35.774455,24
B00003417,U004197,P001308,点击,2025-12-26 04:40:35.774455,407
B00003418,U000470,P000535,加购,2026-01-12 06:22:35.774455,0
B00003419,U001325,P001073,浏览,2026-02-02 22:29:35.774455,594
B00003420,U003278,P000844,浏览,2026-02-19 20:14:35.774455,543
B00003421,U001625,P000733,收藏,2026-01-14 08:24:35.774455,0
B00003422,U001236,P001026,点击,2026-02-16 02:39:35.774455,302
B00003423,U000119,P001613,浏览,2026-03-05 12:41:35.774455,316
B00003424,U001884,P000868,点击,2025-12-09 11:39:35.774455,254
B00003425,U002005,P001647,浏览,2026-01-06 11:50:35.774455,228
B00003426,U000788,P000154,浏览,2025-12-23 04:48:35.774455,534
B00003427,U002476,P000145,浏览,2025-12-26 08:18:35.774455,25
B00003428,U002768,P001323,浏览,2025-12-23 17:33:35.774455,169
B00003429,U001428,P001633,浏览,2026-02-12 03:51:35.774455,336
B00003430,U000243,P001339,浏览,2025-12-20 09:19:35.774455,277
B00003431,U004039,P001913,加购,2026-02-12 10:36:35.774455,0
B00003432,U004723,P000726,点击,2026-02-04 15:12:35.774455,515
B00003433,U003914,P001858,浏览,2025-12-10 16:47:35.774455,96
B00003434,U000016,P001610,收藏,2026-03-04 00:29:35.774455,0
B00003435,U004612,P000807,浏览,2026-01-06 11:16:35.774455,185
B00003436,U002783,P000538,收藏,2025-12-29 17:34:35.774455,0
B00003437,U001824,P001758,浏览,2026-02-01 08:09:35.774455,489
B00003438,U004924,P000918,加购,2026-03-02 00:00:35.774455,0
B00003439,U000011,P000715,点击,2026-02-17 21:40:35.774455,561
B00003440,U000279,P001814,收藏,2026-01-08 19:33:35.774455,0
B00003441,U002943,P000344,浏览,2026-01-20 17:24:35.774455,9
B00003442,U004429,P000954,收藏,2025-12-25 22:27:35.774455,0
B00003443,U002792,P001053,点击,2026-02-09 08:54:35.774455,408
B00003444,U002086,P001139,浏览,2026-02-12 18:57:35.774455,391
B00003445,U001107,P001290,浏览,2025-12-17 22:56:35.774455,262
B00003446,U000032,P000482,浏览,2026-02-12 20:16:35.774455,321
B00003447,U003126,P001134,浏览,2025-12-28 19:05:35.774455,570
B00003448,U000737,P001689,浏览,2025-12-22 06:52:35.774455,378
B00003449,U001849,P000405,浏览,2026-03-05 01:15:35.774455,421
B00003450,U003033,P001981,浏览,2025-12-23 19:11:35.774455,499
B00003451,U003609,P001654,浏览,2026-02-20 19:06:35.774455,565
B00003452,U004141,P001659,浏览,2026-01-09 16:04:35.774455,390
B00003453,U002678,P001959,浏览,2026-01-17 12:03:35.774455,532
B00003454,U000294,P000717,点击,2025-12-25 19:52:35.774455,179
B00003455,U003197,P001858,浏览,2025-12-20 12:02:35.774455,412
B00003456,U001572,P000763,收藏,2026-01-05 00:08:35.774455,0
B00003457,U003049,P001158,加购,2026-02-11 23:54:35.774455,0
B00003458,U002940,P001276,浏览,2026-02-21 10:03:35.774455,517
B00003459,U004263,P000513,点击,2025-12-29 20:53:35.774455,370
B00003460,U000269,P001529,浏览,2026-02-27 11:40:35.774455,328
B00003461,U001148,P000284,收藏,2026-02-03 07:04:35.774455,0
B00003462,U003343,P000726,点击,2025-12-06 02:44:35.774455,117
B00003463,U000880,P001931,浏览,2026-02-06 20:03:35.774455,155
B00003464,U000059,P001959,浏览,2026-01-16 03:29:35.774455,496
B00003465,U002498,P000124,收藏,2025-12-30 04:08:35.774455,0
B00003466,U003892,P001221,点击,2026-02-11 06:21:35.774455,59
B00003467,U000217,P001426,浏览,2026-01-22 12:43:35.774455,102
B00003468,U004340,P001556,浏览,2026-02-27 01:32:35.774455,110
B00003469,U004613,P001356,收藏,2025-12-30 18:28:35.774455,0
B00003470,U002312,P001493,浏览,2026-01-03 17:38:35.774455,545
B00003471,U004957,P001883,点击,2026-02-27 17:03:35.774455,213
B00003472,U000734,P000314,加购,2026-02-06 03:20:35.774455,0
B00003473,U002503,P001970,浏览,2025-12-27 17:58:35.774455,436
B00003474,U004640,P001705,浏览,2026-02-04 17:56:35.774455,62
B00003475,U002422,P000610,浏览,2026-02-14 21:22:35.774455,409
B00003476,U003378,P001682,点击,2026-02-22 14:21:35.774455,236
B00003477,U000374,P001698,浏览,2026-01-02 13:57:35.774455,513
B00003478,U000112,P000066,点击,2026-02-05 23:30:35.774455,17
B00003479,U002541,P000245,收藏,2025-12-27 23:31:35.774455,0
B00003480,U000294,P000974,收藏,2026-02-25 09:15:35.774455,0
B00003481,U002470,P000359,浏览,2025-12-22 02:53:35.774455,333
B00003482,U002199,P001345,收藏,2026-02-08 00:38:35.774455,0
B00003483,U003269,P000126,加购,2025-12-09 17:51:35.774455,0
B00003484,U000168,P000732,加购,2025-12-14 23:38:35.774455,0
B00003485,U003154,P001385,收藏,2026-02-17 20:58:35.774455,0
B00003486,U000070,P000283,浏览,2026-02-07 21:21:35.774455,349
B00003487,U001426,P000030,点击,2025-12-06 18:24:35.774455,320
B00003488,U002573,P001622,浏览,2026-02-17 17:53:35.774455,370
B00003489,U001655,P000332,浏览,2026-01-08 07:16:35.774455,424
B00003490,U002260,P000768,浏览,2026-02-16 23:42:35.774455,349
B00003491,U000102,P000385,加购,2026-02-20 15:15:35.774455,0
B00003492,U001732,P001249,加购,2026-02-09 20:41:35.774455,0
B00003493,U001362,P001321,浏览,2026-02-17 06:33:35.774455,111
B00003494,U000333,P001264,浏览,2026-01-11 11:42:35.774455,347
B00003495,U002253,P001017,加购,2026-02-27 09:22:35.774455,0
B00003496,U004325,P000369,点击,2026-01-14 16:38:35.774455,284
B00003497,U003261,P000958,点击,2025-12-08 21:16:35.774455,96
B00003498,U001123,P000769,浏览,2025-12-19 14:39:35.774455,289
B00003499,U001958,P000645,浏览,2026-01-08 08:09:35.774455,185
B00003500,U001960,P000944,浏览,2026-01-19 09:41:35.774455,230
B00003501,U000460,P001669,浏览,2025-12-21 18:59:35.774455,556
B00003502,U001218,P001095,加购,2025-12-27 15:30:35.774455,0
B00003503,U004986,P001876,浏览,2026-02-24 01:37:35.774455,433
B00003504,U000931,P000282,加购,2025-12-12 17:00:35.774455,0
B00003505,U000311,P000305,加购,2026-02-22 08:55:35.774455,0
B00003506,U002890,P001862,点击,2025-12-07 23:34:35.774455,82
B00003507,U001759,P001626,浏览,2026-01-04 13:14:35.774455,318
B00003508,U004342,P001853,点击,2025-12-18 20:43:35.774455,327
B00003509,U000472,P000259,浏览,2026-02-13 03:51:35.774455,26
B00003510,U004418,P001191,浏览,2025-12-28 16:31:35.774455,317
B00003511,U004237,P001614,浏览,2026-03-02 14:23:35.774455,132
B00003512,U003181,P000689,浏览,2025-12-26 14:34:35.774455,235
B00003513,U002361,P001294,浏览,2025-12-16 10:13:35.774455,573
B00003514,U001145,P000532,浏览,2026-02-13 18:02:35.774455,179
B00003515,U000099,P001466,浏览,2026-02-23 16:31:35.774455,164
B00003516,U003650,P000428,浏览,2026-01-11 07:38:35.774455,368
B00003517,U000494,P000137,浏览,2025-12-31 21:15:35.774455,532
B00003518,U002158,P000703,浏览,2026-01-13 04:42:35.774455,70
B00003519,U004580,P001530,加购,2026-01-17 08:45:35.774455,0
B00003520,U002178,P001470,收藏,2026-01-14 07:50:35.774455,0
B00003521,U001424,P001286,浏览,2026-02-28 10:24:35.774455,278
B00003522,U004936,P000450,浏览,2025-12-06 09:39:35.774455,39
B00003523,U000506,P001638,浏览,2026-02-14 20:02:35.774455,91
B00003524,U004306,P000105,浏览,2025-12-30 10:15:35.774455,14
B00003525,U000361,P000299,浏览,2026-01-18 21:19:35.774455,116
B00003526,U000154,P000832,收藏,2025-12-21 12:49:35.774455,0
B00003527,U000533,P000097,点击,2026-02-01 12:57:35.774455,129
B00003528,U002012,P000812,浏览,2026-03-01 08:11:35.774455,595
B00003529,U002358,P000005,浏览,2026-01-14 15:55:35.774455,30
B00003530,U002784,P001165,浏览,2026-01-25 02:49:35.774455,357
B00003531,U001970,P001400,浏览,2026-02-09 00:24:35.774455,40
B00003532,U004972,P001679,浏览,2025-12-23 09:16:35.774455,314
B00003533,U002348,P001773,收藏,2026-03-04 12:57:35.774455,0
B00003534,U004437,P000512,浏览,2025-12-18 10:28:35.774455,320
B00003535,U000635,P000887,加购,2026-01-06 16:30:35.774455,0
B00003536,U002602,P000930,浏览,2026-02-12 10:30:35.774455,179
B00003537,U001193,P000184,点击,2026-01-09 19:33:35.774455,560
B00003538,U004516,P001225,点击,2026-01-27 18:22:35.774455,109
B00003539,U000737,P000346,浏览,2026-02-06 08:56:35.774455,434
B00003540,U002437,P001054,收藏,2026-02-15 23:17:35.774455,0
B00003541,U001209,P000824,点击,2025-12-12 04:54:35.774455,317
B00003542,U002059,P000124,收藏,2026-01-23 13:55:35.774455,0
B00003543,U000608,P000470,点击,2026-02-14 18:55:35.774455,329
B00003544,U003066,P000921,浏览,2025-12-30 05:58:35.774455,521
B00003545,U003750,P001512,浏览,2026-02-28 04:51:35.774455,40
B00003546,U004327,P000324,浏览,2026-01-01 02:55:35.774455,545
B00003547,U002038,P001661,收藏,2025-12-16 18:51:35.774455,0
B00003548,U002186,P001839,浏览,2025-12-16 09:29:35.774455,116
B00003549,U000997,P000284,浏览,2025-12-14 14:52:35.774455,40
B00003550,U002579,P001014,浏览,2026-01-25 00:33:35.774455,411
B00003551,U001180,P001317,收藏,2025-12-11 03:02:35.774455,0
B00003552,U004703,P000842,点击,2025-12-08 10:22:35.774455,236
B00003553,U001921,P000073,加购,2026-02-05 16:03:35.774455,0
B00003554,U003232,P001275,浏览,2026-01-21 14:42:35.774455,344
B00003555,U001333,P001151,加购,2026-02-15 23:20:35.774455,0
B00003556,U002745,P001828,收藏,2026-01-06 16:42:35.774455,0
B00003557,U002261,P000897,浏览,2026-01-18 01:35:35.774455,370
B00003558,U003499,P000222,收藏,2026-01-18 05:23:35.774455,0
B00003559,U003414,P000331,浏览,2026-02-05 15:22:35.774455,108
B00003560,U000206,P000153,收藏,2026-02-08 20:47:35.774455,0
B00003561,U001810,P001355,浏览,2025-12-07 15:34:35.774455,597
B00003562,U000900,P000297,浏览,2026-02-22 23:45:35.774455,507
B00003563,U000748,P001719,点击,2026-01-18 01:05:35.774455,151
B00003564,U004973,P000581,加购,2026-01-01 10:37:35.774455,0
B00003565,U002630,P000731,点击,2026-01-16 23:21:35.774455,413
B00003566,U002443,P001495,加购,2026-01-17 07:49:35.774455,0
B00003567,U004433,P001081,加购,2026-01-15 00:02:35.774455,0
B00003568,U001762,P001525,浏览,2025-12-09 14:07:35.774455,199
B00003569,U004877,P001027,点击,2026-01-22 08:13:35.774455,303
B00003570,U004375,P000904,浏览,2025-12-19 23:41:35.774455,284
B00003571,U002297,P001840,浏览,2026-01-29 22:49:35.774455,370
B00003572,U004929,P000571,收藏,2025-12-14 12:26:35.774455,0
B00003573,U001732,P001905,点击,2026-01-18 15:11:35.774455,331
B00003574,U003999,P000804,加购,2026-01-17 04:08:35.774455,0
B00003575,U002960,P000695,浏览,2026-01-30 10:14:35.774455,431
B00003576,U000939,P000591,点击,2025-12-19 06:14:35.774455,385
B00003577,U004620,P001869,点击,2026-02-25 09:25:35.774455,569
B00003578,U004556,P001502,浏览,2026-01-29 18:33:35.774455,167
B00003579,U002165,P000169,收藏,2026-02-11 12:20:35.774455,0
B00003580,U002874,P001098,收藏,2026-01-17 22:04:35.774455,0
B00003581,U001451,P000571,收藏,2025-12-06 22:02:35.774455,0
B00003582,U001204,P001186,加购,2026-01-22 02:40:35.774455,0
B00003583,U001873,P001566,点击,2026-01-25 06:33:35.774455,302
B00003584,U004492,P000089,收藏,2026-01-21 16:50:35.774455,0
B00003585,U003025,P001342,浏览,2026-01-13 03:29:35.774455,510
B00003586,U002056,P000070,浏览,2026-01-23 11:02:35.774455,432
B00003587,U002192,P000823,浏览,2026-01-16 10:19:35.774455,575
B00003588,U001679,P001524,收藏,2026-01-07 17:31:35.774455,0
B00003589,U004383,P000869,浏览,2026-02-03 22:09:35.774455,144
B00003590,U002538,P000612,点击,2026-01-29 18:23:35.774455,328
B00003591,U001666,P001000,浏览,2026-01-17 00:01:35.774455,552
B00003592,U004729,P000096,收藏,2026-02-18 14:27:35.774455,0
B00003593,U004825,P000790,点击,2026-01-15 18:39:35.774455,264
B00003594,U004127,P001399,浏览,2026-01-28 20:56:35.774455,370
B00003595,U003012,P000353,浏览,2026-01-31 02:04:35.774455,515
B00003596,U000244,P001015,浏览,2025-12-21 16:23:35.774455,141
B00003597,U000140,P001558,点击,2026-02-13 08:46:35.774455,157
B00003598,U002449,P000868,浏览,2026-02-19 12:49:35.774455,54
B00003599,U000725,P000594,浏览,2026-01-24 13:25:35.774455,384
B00003600,U001565,P001244,点击,2026-02-26 08:02:35.774455,49
B00003601,U004260,P000397,浏览,2026-01-12 14:56:35.774455,128
B00003602,U000104,P001490,点击,2026-01-06 15:32:35.774455,92
B00003603,U004048,P001815,收藏,2025-12-08 22:37:35.774455,0
B00003604,U000063,P001938,收藏,2025-12-27 01:55:35.774455,0
B00003605,U002063,P001098,浏览,2026-02-18 07:05:35.774455,397
B00003606,U003870,P000499,点击,2026-01-19 17:29:35.774455,27
B00003607,U003566,P001090,点击,2026-02-18 20:15:35.774455,27
B00003608,U002227,P001294,浏览,2025-12-25 08:33:35.774455,148
B00003609,U001547,P001440,浏览,2025-12-24 14:18:35.774455,443
B00003610,U004823,P000507,收藏,2026-02-13 16:15:35.774455,0
B00003611,U004073,P000926,浏览,2025-12-11 13:51:35.774455,535
B00003612,U004834,P000147,收藏,2026-02-11 08:42:35.774455,0
B00003613,U003647,P001861,浏览,2025-12-31 08:22:35.774455,313
B00003614,U001791,P000762,点击,2026-01-30 00:57:35.774455,451
B00003615,U000130,P000688,浏览,2025-12-09 07:35:35.774455,492
B00003616,U003016,P000096,浏览,2026-02-19 07:26:35.774455,474
B00003617,U000927,P000890,浏览,2025-12-13 16:43:35.774455,511
B00003618,U001981,P001354,点击,2025-12-13 01:37:35.774455,448
B00003619,U001726,P000645,浏览,2025-12-07 06:12:35.774455,129
B00003620,U001820,P001230,浏览,2026-01-20 22:46:35.774455,186
B00003621,U004545,P001959,点击,2026-02-15 14:41:35.774455,53
B00003622,U002208,P000234,收藏,2026-01-08 08:10:35.774455,0
B00003623,U003289,P000683,点击,2026-02-17 04:11:35.774455,140
B00003624,U004784,P001427,收藏,2026-01-13 01:18:35.774455,0
B00003625,U002896,P000331,点击,2026-01-12 16:26:35.774455,597
B00003626,U001757,P000483,加购,2026-01-05 22:31:35.774455,0
B00003627,U002538,P001191,点击,2026-01-29 20:57:35.774455,482
B00003628,U002328,P001006,浏览,2026-02-28 01:54:35.774455,416
B00003629,U002129,P001894,浏览,2026-01-19 17:46:35.774455,258
B00003630,U003197,P000500,点击,2026-01-08 05:34:35.774455,455
B00003631,U002218,P000827,加购,2026-03-02 11:18:35.774455,0
B00003632,U003654,P000749,浏览,2025-12-12 05:56:35.774455,462
B00003633,U003162,P000750,浏览,2026-02-28 21:37:35.774455,354
B00003634,U002428,P000094,浏览,2026-02-14 06:44:35.774455,360
B00003635,U004956,P001204,浏览,2025-12-08 16:52:35.774455,374
B00003636,U004260,P000350,浏览,2026-02-17 20:19:35.774455,458
B00003637,U000415,P001263,浏览,2026-02-10 12:09:35.774455,309
B00003638,U004095,P001970,收藏,2025-12-11 16:31:35.774455,0
B00003639,U004251,P000203,浏览,2026-01-10 22:00:35.774455,242
B00003640,U001836,P000214,加购,2026-01-26 15:02:35.774455,0
B00003641,U002069,P001290,浏览,2025-12-07 18:49:35.774455,111
B00003642,U002871,P000107,浏览,2026-02-06 10:05:35.774455,198
B00003643,U001023,P000851,收藏,2025-12-15 00:33:35.774455,0
B00003644,U000399,P000374,浏览,2026-01-01 16:40:35.774455,397
B00003645,U002978,P001295,浏览,2026-03-01 16:31:35.774455,396
B00003646,U002920,P001340,浏览,2026-02-08 09:59:35.774455,460
B00003647,U003971,P001059,加购,2026-01-20 10:53:35.774455,0
B00003648,U000129,P000547,点击,2026-02-14 05:49:35.774455,99
B00003649,U001533,P001025,加购,2026-01-14 16:40:35.774455,0
B00003650,U001051,P000559,收藏,2026-03-02 02:57:35.774455,0
B00003651,U002953,P001983,浏览,2026-02-10 03:52:35.774455,98
B00003652,U000344,P001133,浏览,2025-12-15 06:48:35.774455,414
B00003653,U001425,P001135,浏览,2026-02-02 11:30:35.774455,173
B00003654,U000604,P001269,收藏,2026-01-17 03:16:35.774455,0
